UID,Response ID,Status,Your birth YEAR (Ex. 1988),Your AVANCE site: ,Dallas Sites,"P-C Interactions, ECLS-B_READ",...8,"P-C Interactions, ECLS-B...9",...10,"P-C Interactions, ECLS-B...11",...12,"P-C Interactions, ECLS-B...13",...14,"P-C Interactions, HOME...15",...16,"P-C Interactions, HOME...17",...18,ECLSB_ALL,Parental Stress_PSOC #1,...21,Parental Stress_PSOC #2,R...23,Parental Stress_PSOC #3,R...25,Parental Stress_PSOC #5,R...27,Parental Stress_PSOC #8,R...29,Parental Stress_PSOC #10,...31,Parental Stress_PSOC #13,...33,Parental Stress_PSOC #15,...35,Parental Stress_PSOC #16,...37,Parental Stress_PSOC #17,...39,psoc_all,"P-C Interactions, FIQ SBI1",...42,"P-C Interactions, FIQ SBI2",...44,"P-C Interactions, FIQ SBI3",...46,"P-C Interactions, FIQ SBI4",...48,FIQSB_ALL,"P-C Interactions, FIQ HBI1",...51,"P-C Interactions, FIQ HBI2",...53,"P-C Interactions, FIQ HBI3",...55,"P-C Interactions, FIQ HBI4",...57,"P-C Interactions, FIQ HBI5",...59,"P-C Interactions, FIQ HBI6",...61,"P-C Interactions, FIQ HBI8",...63,"P-C Interactions, FIQ HBI9",...65,"P-C Interactions, FIQ HBI10",...67,"P-C Interactions, FIQ HBI11",...69,"P-C Interactions, FIQ HBI12",...71,"P-C Interactions, FIQ HBI13",...73,fiqhb_all,"P-C Interactions, FIQ HSC3",...76,"P-C Interactions, FIQ HSC4",...78,"P-C Interactions, FIQ HSC5",...80,"P-C Interactions, FIQ HSC6",...82,"P-C Interactions, FIQ HSC7",...84,FIQHSC_ALL,Efficacy FES1,...87,Efficacy FES3,...89,Efficacy FES4,...91,Efficacy FES6,...93,FESFAM_ALL,Efficacy FES7,...96,Efficacy FES9,...98,Efficacy FES10,...100,Efficacy FES11,...102,Efficacy FES14,...104,FESADV_ALL,Belonging SCS1,R...107,Belonging SCS2,R...109,Belonging SCS3,R...111,Belonging SCS4,R...113,Belonging SCS5,R...115,Belonging SCS6,R...117,Belonging SCS7,...119,Belonging SCS10,...121,Belonging SCS11,...123,SCS_ALL,Kinder Readiness SPEAK1,FIVE...126,Kinder Readiness SPEAK2,FIVE...128,Kinder Readiness SPEAK3,FIVE...130,Kinder Readiness SPEAK4,...132,Kinder Readiness SPEAK5,...134,Kinder Readiness SPEAK6 - REVERSE,R...136,Kinder Readiness SPEAK7 - REVERSE,R...138,Kinder Readiness SPEAK9,...140,Kinder Readiness SPEAK10,...142,Kinder Readiness SPEAK11,...144,Kinder Readiness SPEAK12,...146,Kinder Readiness SPEAK13,...148,Kinder Readiness SPEAK13 - REVERSE,...150,Kinder Readiness SPEAK14,...152,Kinder Readiness SPEAK15,...154,SPEAK_ALL
NA,769,Partial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,770,Partial,1981,Dallas,Pleasant Grove,Every day,4,1 to 2 times a week,2,Every day,4,1 to 2 times a week,2,Parents should <strong>always</strong> spend time teaching their children,1,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A3444,755,Complete,1959,Dallas,John R. Good,3 to 6 times a week,3,1 to 2 times a week,2,1 to 2 times a week,2,Not at all,1,Parents should <strong>usually</strong> allow their children to learn <strong>on their own</strong>,0,Often,4,12,Somewhat Agree,4,Somewhat Agree,3,Somewhat Agree,3,Somewhat Agree,3,Somewhat Agree,3,Somewhat Agree,4,Somewhat Agree,4,Somewhat Disagree,3,Somewhat Agree,4,Agree,5,36,N/A,0,N/A,0,N/A,0,N/A,0,0,Sometimes,2,Sometimes,2,Rarely,1,Sometimes,2,Rarely,1,Sometimes,2,Rarely,1,Often,3,Rarely,1,Rarely,1,Often,3,N/A,0,19,Rarely,1,Rarely,1,Rarely,1,Rarely,1,Rarely,1,5,Often,4,Sometimes,3,Sometimes,3,Often,4,14,Often,4,Often,4,Often,4,Often,4,Often,4,20,Strongly Disagree,6,Strongly Agree,1,Strongly Disagree,6,Slightly Disagree,4,Strongly Disagree,6,Strongly Disagree,6,Agree,5,Strongly Agree,6,Agree,5,45,"As a baby, 6 to 12 months",4,"As a baby, 6 to 12 months",4,"As a baby, 6 to 12 months",4,Disagree,3,Disagree,3,Neutral,2,Disagree,1,Agree,1,Disagree,3,Disagree,3,Disagree,3,Agree,1,Agree,1,Agree,1,Agree,1,35
A6489,202,Complete,1989,Dallas,Stevens Park,3 to 6 times a week,3,1 to 2 times a week,2,3 to 6 times a week,3,1 to 2 times a week,2,Parents should <strong>always</strong> spend time teaching their children,1,NA,NA,11,Agree,5,Somewhat Agree,3,Disagree,5,Somewhat Agree,3,Somewhat Agree,3,Strongly Agree,6,Strongly Agree,6,Strongly Agree,6,Disagree,2,Strongly Agree,6,45,Sometimes,2,Sometimes,2,Often,3,Often,3,10,Often,3,Always,4,Often,3,Often,3,Sometimes,2,Often,3,Often,3,Always,4,Sometimes,2,Always,4,Often,3,Often,3,37,Often,3,Sometimes,2,Often,3,Sometimes,2,Always,4,14,Always,5,Always,5,Always,5,Often,4,19,Always,5,Always,5,Always,5,Always,5,Often,4,24,Disagree,5,Disagree,5,Strongly Disagree,6,Disagree,5,Disagree,5,Disagree,5,Slightly Disagree,3,Agree,5,Agree,5,44,"As a baby, 6 to 12 months",4,"As a toddler, 1 to 3 years",3,"As a toddler, 1 to 3 years",3,Neutral,2,Disagree,3,Agree,3,Agree,3,Agree,1,Disagree,3,Neutral,2,Disagree,3,Disagree,3,Disagree,3,Disagree,3,Agree,1,40
A8373,83,Complete,1986,Dallas,Hall,1 to 2 times  a week,2,1 to 2 times a week,2,3 to 6 times a week,3,3 to 6 times a week,3,Parents should <strong>usually</strong> spend time teaching their children,1,NA,NA,11,Agree,5,Somewhat Agree,3,Somewhat Agree,3,Somewhat Disagree,4,Strongly Agree,1,Somewhat Agree,4,Somewhat Agree,4,Disagree,2,Somewhat Agree,4,Strongly Agree,6,36,Sometimes,2,N/A,0,N/A,0,Sometimes,2,4,Sometimes,2,Sometimes,2,Sometimes,2,Rarely,1,Sometimes,2,Sometimes,2,Sometimes,2,Sometimes,2,Sometimes,2,Often,3,Sometimes,2,Rarely,1,23,Rarely,1,Sometimes,2,Sometimes,2,Rarely,1,Often,3,9,Sometimes,3,Sometimes,3,Always,5,Often,4,15,Sometimes,3,Sometimes,3,Sometimes,3,Often,4,Often,4,17,Slightly Agree,3,Slightly Disagree,4,Slightly Agree,3,Slightly Agree,3,Strongly Disagree,6,Disagree,5,Slightly Agree,4,Disagree,2,Slightly Agree,4,34,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As a toddler, 1 to 3 years",3,Strongly Disagree,4,Disagree,3,Strongly Agree,4,Strongly Agree,4,Disagree,3,Strongly Disagree,4,Disagree,3,Disagree,3,Disagree,3,Agree,1,Neutral,2,Agree,1,48
A6773,30,Complete,1983,Dallas,Stevens Park,Not at all,1,Not at all,1,Not at all,1,1 to 2 times a week,2,Parents should <strong>always</strong> spend time teaching their children,1,NA,NA,6,Somewhat Agree,4,Agree,2,Somewhat Agree,3,Somewhat Disagree,4,Agree,2,Somewhat Agree,4,Disagree,2,Somewhat Agree,4,Agree,5,Disagree,2,32,N/A,0,N/A,0,N/A,0,N/A,0,0,Rarely,1,Rarely,1,Sometimes,2,Rarely,1,Rarely,1,Rarely,1,Sometimes,2,Sometimes,2,Sometimes,2,Rarely,1,Sometimes,2,N/A,0,16,N/A,0,Rarely,1,Sometimes,2,Sometimes,2,Sometimes,2,7,Sometimes,3,Sometimes,3,Seldom,2,Sometimes,3,11,Seldom,2,Sometimes,3,Sometimes,3,Seldom,2,Sometimes,3,13,Slightly Agree,3,Slightly Agree,3,Slightly Agree,3,Agree,2,Slightly Agree,3,Slightly Agree,3,Slightly Agree,4,Slightly Disagree,3,Slightly Agree,4,28,"As an infant, 0 to 6 months",5,"As a baby, 6 to 12 months",4,"As a baby, 6 to 12 months",4,Strongly Disagree,4,Strongly Disagree,4,Strongly Agree,4,Strongly Agree,4,Strongly Agree,0,Neutral,2,Disagree,3,Neutral,2,Agree,1,Disagree,3,Disagree,3,Neutral,2,45
NA,775,Partial,1980,Dallas,Blanton,1 to 2 times  a week,2,1 to 2 times a week,2,1 to 2 times a week,2,3 to 6 times a week,3,Parents should <strong>always</strong> spend time teaching their children,1,NA,NA,10,Disagree,2,Somewhat Agree,3,Strongly Disagree,6,Strongly Disagree,6,Agree,2,Agree,5,Agree,5,Somewhat Disagree,3,Somewhat Agree,4,Somewhat Disagree,3,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A1426,752,Complete,1994,Dallas,North Dallas 1,1 to 2 times  a week,2,Not at all,1,Every day,4,3 to 6 times a week,3,Parents should <strong>always</strong> spend time teaching their children,1,NA,NA,11,Strongly Agree,6,Agree,2,Somewhat Disagree,4,Somewhat Agree,3,Strongly Agree,1,Strongly Agree,6,Strongly Agree,6,Strongly Agree,6,Somewhat Disagree,3,Strongly Agree,6,43,N/A,0,N/A,0,N/A,0,N/A,0,0,Always,4,Rarely,1,Always,4,Always,4,Often,3,Rarely,1,Always,4,Always,4,Always,4,Rarely,1,Always,4,Always,4,38,N/A,0,Rarely,1,Rarely,1,Rarely,1,Rarely,1,4,Always,5,Always,5,Always,5,Always,5,20,Never,1,Never,1,Never,1,Always,5,Always,5,13,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Agree,6,Strongly Agree,6,Strongly Agree,6,54,"As a toddler, 1 to 3 years",3,"As a toddler, 1 to 3 years",3,"As a baby, 6 to 12 months",4,Strongly Agree,0,Neutral,2,Strongly Agree,4,Strongly Agree,4,Strongly Disagree,4,Disagree,3,Strongly Disagree,4,Disagree,3,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,Agree,1,47
NA,777,Partial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,778,Partial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,779,Partial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,780,Partial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A8483,80,Complete,1987,Dallas,West Dallas 1,3 to 6 times a week,3,Not at all,1,Every day,4,1 to 2 times a week,2,Parents should <strong>usually</strong> spend time teaching their children,1,NA,NA,11,Agree,5,Disagree,5,Agree,2,Disagree,5,Strongly Agree,1,Somewhat Disagree,3,Somewhat Agree,4,Somewhat Disagree,3,Somewhat Disagree,3,Agree,5,36,N/A,0,N/A,0,N/A,0,N/A,0,0,Sometimes,2,Sometimes,2,Often,3,Often,3,Often,3,Rarely,1,Rarely,1,Sometimes,2,Often,3,Rarely,1,Sometimes,2,N/A,0,23,N/A,0,Rarely,1,Rarely,1,Rarely,1,Rarely,1,4,Often,4,Often,4,Often,4,Sometimes,3,15,Sometimes,3,Often,4,Often,4,Sometimes,3,Sometimes,3,17,Disagree,5,Disagree,5,Disagree,5,Slightly Disagree,4,Disagree,5,Disagree,5,Agree,5,Agree,5,Agree,5,44,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As a baby, 6 to 12 months",4,Disagree,3,Disagree,3,Agree,3,Neutral,2,Neutral,2,Disagree,3,Neutral,2,Neutral,2,Disagree,3,Disagree,3,Disagree,3,Neutral,2,45
A1285,152,Complete,1981,Dallas,Fort Worth 1,1 to 2 times  a week,2,Not at all,1,Every day,4,Every day,4,Parents should <strong>always</strong> spend time teaching their children,1,NA,NA,12,Somewhat Agree,4,Disagree,5,Disagree,5,Disagree,5,Agree,2,Somewhat Agree,4,Agree,5,Somewhat Disagree,3,Somewhat Disagree,3,Agree,5,41,N/A,0,N/A,0,N/A,0,Sometimes,2,2,Rarely,1,Rarely,1,Sometimes,2,Often,3,Often,3,Rarely,1,Sometimes,2,Often,3,Often,3,Always,4,Always,4,N/A,0,27,Often,3,Sometimes,2,Often,3,Sometimes,2,Rarely,1,11,Always,5,Always,5,Always,5,Often,4,19,Sometimes,3,Always,5,Sometimes,3,Always,5,Sometimes,3,19,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Strongly Disagree,6,Disagree,5,Agree,5,Disagree,2,Disagree,2,40,"As a toddler, 1 to 3 years",3,"In kindergarten, 5 to 6 years",1,"As a toddler, 1 to 3 years",3,Disagree,3,Disagree,3,Agree,3,Agree,3,Disagree,3,Neutral,2,Disagree,3,Disagree,3,Disagree,3,Disagree,3,Neutral,2,Neutral,2,40
A3392,7,Complete,1992,Dallas,Clarke,3 to 6 times a week,3,3 to 6 times a week,3,1 to 2 times a week,2,1 to 2 times a week,2,Parents should <strong>usually</strong> spend time teaching their children,1,NA,NA,11,Somewhat Agree,4,Strongly Disagree,6,Strongly Disagree,6,Disagree,5,Somewhat Disagree,4,Strongly Agree,6,Strongly Agree,6,Strongly Agree,6,Strongly Disagree,1,Strongly Agree,6,50,Always,4,Always,4,Always,4,Always,4,16,Always,4,Always,4,Always,4,Always,4,Always,4,Always,4,Always,4,Always,4,Always,4,Always,4,Always,4,N/A,0,44,Always,4,Always,4,Always,4,Always,4,Always,4,20,Always,5,Always,5,Always,5,Always,5,20,Always,5,Always,5,Always,5,Always,5,Always,5,25,Slightly Agree,3,Slightly Agree,3,Disagree,5,Slightly Disagree,4,Disagree,5,Strongly Disagree,6,Agree,5,Slightly Agree,4,Agree,5,40,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As a baby, 6 to 12 months",4,Strongly Agree,0,Neutral,2,Strongly Disagree,0,Neutral,2,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,Disagree,3,Neutral,2,Disagree,3,Strongly Disagree,4,Neutral,2,44
NA,784,Partial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,785,Partial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,786,Partial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A4384,566,Complete,1988,Dallas,Moseley,3 to 6 times a week,3,3 to 6 times a week,3,1 to 2 times a week,2,1 to 2 times a week,2,Parents should <strong>always</strong> spend time teaching their children,1,NA,NA,11,Somewhat Agree,4,Agree,2,Somewhat Agree,3,Somewhat Disagree,4,Agree,2,Somewhat Agree,4,Agree,5,Disagree,2,Somewhat Agree,4,Strongly Agree,6,36,Rarely,1,Rarely,1,N/A,0,Rarely,1,3,Often,3,Sometimes,2,Always,4,Always,4,Often,3,Always,4,Often,3,Often,3,Sometimes,2,Always,4,Rarely,1,Always,4,37,Always,4,Often,3,Sometimes,2,Sometimes,2,Often,3,14,Always,5,Often,4,Always,5,Sometimes,3,17,Sometimes,3,Seldom,2,Often,4,Often,4,Sometimes,3,16,Strongly Agree,1,Strongly Agree,1,Agree,2,Strongly Agree,1,Slightly Agree,3,Strongly Agree,1,Slightly Disagree,3,Strongly Disagree,1,Agree,5,18,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,Strongly Agree,0,Strongly Disagree,4,Strongly Agree,4,Strongly Agree,4,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,Disagree,3,Strongly Disagree,4,Disagree,3,Disagree,3,Strongly Disagree,4,56
A1863,107,Complete,1992,Dallas,Cochran,1 to 2 times  a week,2,Not at all,1,Every day,4,3 to 6 times a week,3,Parents should <strong>always</strong> spend time teaching their children,1,NA,NA,11,Somewhat Disagree,3,Disagree,5,Agree,2,Disagree,5,Agree,2,Somewhat Agree,4,Agree,5,Agree,5,Disagree,2,Agree,5,38,Sometimes,2,Always,4,N/A,0,Rarely,1,7,Sometimes,2,Sometimes,2,Often,3,Often,3,Often,3,Often,3,Rarely,1,Sometimes,2,Often,3,Always,4,Sometimes,2,Often,3,31,Always,4,Often,3,Often,3,Sometimes,2,Sometimes,2,14,Sometimes,3,Often,4,Often,4,Often,4,15,Sometimes,3,Always,5,Sometimes,3,Often,4,Never,1,16,Agree,2,Slightly Disagree,4,Slightly Agree,3,Slightly Agree,3,Disagree,5,Slightly Agree,3,Slightly Agree,4,Slightly Disagree,3,Slightly Agree,4,31,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As a baby, 6 to 12 months",4,Disagree,3,Disagree,3,Disagree,1,Agree,3,Neutral,2,Agree,1,Disagree,3,Neutral,2,Strongly Disagree,4,Disagree,3,Disagree,3,Neutral,2,44
NA,789,Partial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A9493,528,Complete,1991,Dallas,Foster,1 to 2 times  a week,2,1 to 2 times a week,2,3 to 6 times a week,3,Every day,4,Parents should <strong>usually</strong> spend time teaching their children,1,NA,NA,12,Agree,5,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Agree,5,Strongly Agree,6,Strongly Agree,6,Disagree,2,Strongly Agree,6,50,N/A,0,Sometimes,2,N/A,0,Sometimes,2,4,Sometimes,2,Often,3,Sometimes,2,Sometimes,2,Sometimes,2,Often,3,Sometimes,2,Often,3,Sometimes,2,Often,3,Often,3,Sometimes,2,29,Sometimes,2,Sometimes,2,Often,3,Sometimes,2,Sometimes,2,11,Often,4,Often,4,Often,4,Often,4,16,Often,4,Often,4,Sometimes,3,Often,4,Often,4,19,Disagree,5,Slightly Agree,3,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Agree,5,Agree,5,Slightly Agree,4,42,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As a baby, 6 to 12 months",4,Agree,1,Disagree,3,Agree,3,Agree,3,Agree,1,Disagree,3,Neutral,2,Disagree,3,Disagree,3,Agree,1,Disagree,3,Neutral,2,42
A5556,527,Complete,1982,Dallas,Foster,3 to 6 times a week,3,1 to 2 times a week,2,3 to 6 times a week,3,3 to 6 times a week,3,Parents should <strong>usually</strong> spend time teaching their children,1,NA,NA,12,Strongly Disagree,1,Agree,2,Disagree,5,Disagree,5,Strongly Agree,1,Somewhat Disagree,3,Agree,5,Disagree,2,Somewhat Disagree,3,Agree,5,32,N/A,0,Often,3,Often,3,Often,3,9,Often,3,Sometimes,2,Often,3,Often,3,Often,3,Often,3,Often,3,Sometimes,2,Often,3,Often,3,Often,3,Often,3,34,Sometimes,2,Sometimes,2,Sometimes,2,Sometimes,2,Sometimes,2,10,Often,4,Often,4,Often,4,Often,4,16,Often,4,Often,4,Often,4,Often,4,Often,4,20,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Agree,5,Agree,5,Agree,5,45,"As a baby, 6 to 12 months",4,"As a baby, 6 to 12 months",4,"As a toddler, 1 to 3 years",3,Disagree,3,Disagree,3,Agree,3,Agree,3,Agree,1,Disagree,3,Disagree,3,Disagree,3,Disagree,3,Disagree,3,Disagree,3,Agree,1,43
